date,open,high,low,close,volume
2022-09-09,291.67,299.85,291.25,299.68,54338100.0
2022-09-16,299.61,303.71,295.6,303.35,87087800.0
2022-09-23,283.09,284.5,272.82,275.33,63748400.0
2022-09-30,266.15,275.57,262.47,265.25,67726600.0
2022-10-07,233.94,234.57,222.02,223.07,83916800.0
2022-10-14,224.01,226.26,204.16,204.99,94124500.0
2022-10-21,206.42,214.66,203.8,214.44,75713800.0
2022-10-28,225.4,228.86,216.35,228.52,69152400.0
2022-11-04,222.6,223.8,203.08,207.47,98622200.0
2022-11-11,186.0,196.52,182.59,195.97,114403600.0
2022-11-18,185.05,185.19,176.55,180.19,76048900.0
2022-11-25,185.06,185.2,180.63,182.86,50672700.0
2022-12-02,191.78,196.25,191.11,194.86,73645900.0
2022-12-09,173.84,182.5,173.36,179.05,104872300.0
2022-12-16,159.64,160.99,150.04,150.23,139032200.0
2022-12-23,126.37,128.62,121.02,123.15,166989700.0
2022-12-30,119.95,124.48,119.75,123.18,157777300.0
2023-01-06,103.0,114.39,101.81,113.06,220911100.0
2023-01-13,116.55,122.63,115.6,122.4,180714100.0
2023-01-20,128.68,133.51,127.35,133.42,138858100.0
2023-01-27,162.43,180.68,161.17,177.9,306590600.0
2023-02-03,183.95,199.0,183.69,189.98,232662000.0
2023-02-10,202.23,206.2,192.89,196.89,204754100.0
2023-02-17,199.99,208.44,197.5,208.31,213738500.0
2023-02-24,196.33,197.67,192.8,196.88,142228100.0
2023-03-03,194.8,200.48,192.88,197.79,154193300.0
2023-03-10,175.13,178.29,168.44,173.44,191488900.0
2023-03-17,184.52,186.22,177.33,180.13,133197100.0
2023-03-24,191.65,192.36,187.15,190.41,116312400.0
2023-03-31,197.53,207.79,197.2,207.46,170222100.0
2023-04-06,183.08,186.39,179.74,185.06,123857900.0
2023-04-14,183.95,186.28,182.01,185.0,96438700.0
2023-04-21,164.8,166.0,161.32,165.08,123539000.0
2023-04-28,160.9,165.0,157.32,164.31,122515800.0
2023-05-05,163.97,170.79,163.51,170.06,107440900.0
2023-05-12,176.07,177.38,167.23,167.98,157577100.0
2023-05-19,177.17,181.95,176.31,180.14,136024200.0
2023-05-26,184.62,198.6,184.53,193.17,162061500.0
2023-06-02,210.15,217.25,209.75,213.97,164129000.0
2023-06-09,249.07,252.42,242.02,244.4,199882300.0
2023-06-16,258.92,263.6,257.21,260.54,167563700.0
2023-06-23,259.29,262.45,252.8,256.6,176584100.0
2023-06-30,260.6,264.45,259.89,261.77,112267600.0
2023-07-07,278.43,280.78,273.77,274.43,113602000.0
2023-07-14,277.01,285.3,276.31,281.38,119771100.0
2023-07-21,268.0,268.0,255.8,260.02,161050100.0
2023-07-28,259.86,267.25,258.23,266.44,111446000.0
2023-08-04,260.97,264.77,253.11,253.86,99242600.0
2023-08-11,241.77,243.79,238.02,242.65,98866600.0
2023-08-18,214.12,217.58,212.36,215.49,135813700.0
2023-08-25,231.31,239.0,230.35,238.59,106612200.0
2023-09-01,257.26,259.08,242.01,245.01,132272500.0
2023-09-08,251.22,256.52,246.67,248.5,118558435.0
2023-09-15,277.55,278.98,271.0,274.39,133692313.0
2023-09-22,257.4,257.7888,244.48,244.88,127524083.0
2023-09-29,250.0,254.77,246.35,250.22,128472729.0
2023-10-06,253.98,261.65,250.65,260.53,118108312.0
2023-10-13,258.9,259.6,250.22,251.12,102137686.0
2023-10-20,217.01,218.8606,210.42,211.99,137930095.0
2023-10-27,210.6,212.41,205.77,207.3,94717973.0
2023-11-03,221.15,226.3701,218.4,219.96,119526048.0
2023-11-10,210.03,215.38,205.69,214.65,131295153.0
2023-11-17,232.0,237.39,226.54,234.3,142766234.0
2023-11-24,233.75,238.75,232.33,235.45,65125203.0
2023-12-01,233.14,240.19,231.9,238.83,121303661.0
2023-12-08,240.27,245.27,239.27,243.84,103126829.0
2023-12-15,251.21,254.13,248.3,253.5,135932762.0
2023-12-22,256.76,258.22,251.37,252.54,93370094.0
2023-12-29,255.1,255.19,247.43,248.48,100891578.0
2024-01-05,236.86,240.12,234.9,237.49,92488939.0
2024-01-12,220.08,225.34,217.15,218.89,123043812.0
2024-01-19,209.99,213.19,207.56,212.19,102260343.0
2024-01-26,185.5,186.78,182.1,183.25,107343231.0
2024-02-02,185.04,188.69,182.0,187.91,110612672.0
2024-02-09,190.18,194.12,189.48,193.57,84476347.0
2024-02-16,202.06,203.17,197.4,199.95,111346705.0
2024-02-23,195.31,197.57,191.5,191.97,78841917.0
2024-03-01,200.52,204.52,198.5,202.64,82243119.0
2024-03-08,181.5,182.73,174.7,175.34,85544644.0
2024-03-15,163.16,165.18,160.76,163.57,97146832.0
2024-03-22,166.69,171.2,166.3,170.83,75580637.0
2024-03-28,177.45,179.57,175.3,175.79,77654838.0
2024-04-05,169.08,170.86,160.51,164.9,143157603.0
2024-04-12,172.34,173.81,170.36,171.05,64722669.0
2024-04-19,148.97,150.94,146.22,147.05,87074500.0
2024-04-26,168.85,172.12,166.37,168.29,109815725.0
2024-05-03,182.1,184.78,178.42,181.19,75491539.0
2024-05-10,173.05,173.06,167.75,168.47,72627178.0
2024-05-17,173.55,179.63,172.75,177.46,77445845.0
2024-05-24,174.84,180.08,173.73,179.24,65584478.0
2024-05-31,178.5,180.32,173.82,178.08,67314602.0
2024-06-07,176.13,179.35,175.58,177.48,56244932.0
2024-06-14,185.8,186.0,176.92,178.01,82038194.0
2024-06-21,182.3,183.95,180.69,183.01,63029482.0
2024-06-28,199.55,203.2,195.26,197.88,95438068.0
2024-07-05,249.81,252.37,242.46,251.52,154501152.0
2024-07-12,235.8,251.84,233.09,248.23,155955773.0
2024-07-19,247.79,249.44,236.83,239.2,87403903.0
2024-07-26,221.19,222.28,215.33,219.8,94604145.0
2024-08-02,214.88,216.13,205.78,207.67,82880120.0
2024-08-09,197.05,200.88,195.11,200.0,58648300.0
2024-08-16,211.15,219.8,210.8,216.12,88765122.0
2024-08-23,214.46,221.48,214.21,220.32,81525207.0
2024-08-30,208.63,214.57,207.03,214.11,63370608.0
2024-09-06,232.6,233.6,210.51,210.73,112177004.0
2024-09-13,228.0,232.67,226.32,230.29,59515114.0
2024-09-20,241.52,243.99,235.92,238.25,99879100.0
2024-09-27,257.38,260.7,254.12,260.46,70988100.0
2024-10-04,246.69,250.96,244.58,250.08,86726285.0
2024-10-11,220.13,223.34,214.38,217.8,142628900.0
2024-10-18,220.71,222.28,219.23,220.7,49611900.0
2024-10-25,256.01,269.49,255.32,269.19,161611931.0
2024-11-01,252.04,254.0,246.63,248.98,57544800.0
2024-11-08,299.14,328.71,297.66,321.22,204782800.0
2024-11-15,310.57,324.68,309.22,320.72,114440300.0
2024-11-22,341.09,361.53,337.7,352.56,89140722.0
2024-11-29,336.08,345.45,334.65,345.16,37167621.0
2024-12-06,377.42,389.49,370.8,389.22,81455834.0
2024-12-13,420.0,436.3,415.71,436.23,89000200.0
2024-12-20,425.51,447.08,417.64,421.06,132216200.0
2024-12-27,449.52,450.0,426.5,431.66,82666821.0
2025-01-03,381.48,411.88,379.45,410.44,95423329.0
2025-01-10,391.4,399.28,377.29,394.74,62287333.0
2025-01-17,421.5,439.74,419.75,426.5,94991429.0
2025-01-24,414.45,418.88,405.78,406.58,56427149.0
2025-01-31,401.53,419.99,401.34,404.6,83568219.0
2025-02-07,370.19,380.55,360.34,361.62,70298300.0
2025-02-14,360.62,362.0,347.5,355.84,68277300.0
2025-02-21,353.44,354.98,334.42,337.8,74058648.0
2025-02-28,279.5,293.88,273.6,292.98,115697000.0
2025-03-07,259.32,266.25,250.73,262.67,102369640.0
2025-03-14,247.31,251.58,240.73,249.98,100242300.0
2025-03-21,234.99,249.52,234.55,248.71,132728700.0
2025-03-28,275.58,276.1,260.57,263.55,123809400.0
2025-04-04,255.38,261.0,236.0,239.43,181229400.0
2025-04-11,251.84,257.74,241.36,252.31,128948100.0
2025-04-17,243.47,244.34,237.68,241.37,83404800.0
2025-04-25,261.69,286.85,259.63,284.95,167560700.0
2025-05-02,284.9,294.78,279.81,287.21,114454700.0
2025-05-09,290.21,307.04,290.0,298.26,132387835.0
2025-05-16,346.24,351.62,342.33,349.98,95895700.0
2025-05-23,337.92,343.18,333.21,339.34,84654818.0
2025-05-30,355.52,363.68,345.29,346.46,123474938.0
2025-06-06,298.83,305.5,291.14,295.14,164747700.0
2025-06-13,313.97,332.99,313.3,325.31,128964300.0
2025-06-20,327.95,332.36,317.78,322.16,108688008.0
2025-06-27,324.51,329.34,317.5,323.63,89067049.0
2025-07-03,317.99,318.45,312.76,315.35,58042302.0
2025-07-11,307.89,314.09,305.65,313.51,79236442.0
2025-07-18,321.66,330.9,321.42,329.65,94255000.0
2025-07-25,308.74,323.63,308.01,316.06,148227027.0
2025-08-01,306.21,309.31,297.82,302.63,89121446.0
2025-08-08,321.43,335.15,320.98,329.65,91200319.0
2025-08-15,337.66,339.3,327.02,330.56,74319800.0
2025-08-22,321.66,340.25,319.69,340.01,94016347.0
2025-08-29,347.23,348.75,331.7,333.87,81145700.0
2025-09-05,348.0,355.87,344.68,350.84,108989800.0
2025-09-12,370.94,396.69,370.24,395.94,168156400.0
2025-09-19,421.82,429.47,421.72,426.07,93131034.0
2025-09-26,428.3,440.47,421.02,440.4,101628200.0
2025-10-03,443.29,446.77,416.58,429.83,133188200.0
2025-10-10,436.54,443.13,411.45,413.49,112107900.0
2025-10-17,425.5,441.46,423.6,439.31,89331600.0
2025-10-24,446.83,451.68,430.17,433.72,94727800.0
2025-10-31,446.75,458.0,443.69,456.56,83135800.0
2025-11-07,437.92,439.36,421.88,429.52,103471500.0
2025-11-14,386.3,412.19,382.78,404.35,105506700.0
2025-11-21,402.32,402.8,383.76,391.09,100460633.0
2025-11-28,426.59,432.93,426.2,430.17,36252900.0
2025-12-05,453.03,458.87,451.66,455.0,56427522.0
2025-12-12,448.09,463.01,441.67,458.96,95656749.0
2025-12-19,488.12,490.49,474.72,481.2,103305424.0
2025-12-26,485.23,489.09,473.82,475.19,58780700.0
2026-01-02,457.8,458.34,435.3,438.07,85535406.0
2026-01-09,435.95,449.05,430.39,445.01,67331500.0
2026-01-16,439.5,447.25,435.26,437.5,60220600.0
2026-01-23,447.43,452.43,444.04,449.06,56771400.0
2026-01-30,425.35,439.88,422.7,430.41,82626100.0
2026-02-06,400.87,414.55,397.75,411.11,62677144.0
2026-02-13,414.31,424.06,410.88,417.44,51434147.0
2026-02-20,408.3,414.7,405.5,411.82,57912225.0
2026-02-27,402.94,407.12,398.11,402.51,56890100.0
2026-03-06,398.09,402.35,394.21,396.73,64054600.0
2026-03-13,399.17,400.2,389.95,391.2,58504100.0
2026-03-20,379.85,379.89,364.46,367.96,78628603.0
2026-03-27,369.69,369.86,359.47,361.83,62065700.0
2026-04-02,364.2,370.28,359.03,360.59,83031226.0
2026-04-07,346.44,348.02,337.24,346.65,70056483.0
