date,open,high,low,close,volume
2021-01-04,239.82,248.16,239.06,243.26,145914600.0
2021-01-05,241.22,246.95,239.73,245.04,96735600.0
2021-01-06,252.83,258.0,249.7,251.99,134100000.0
2021-01-07,259.21,272.33,258.4,272.01,154496700.0
2021-01-08,285.33,294.83,279.46,293.34,225166500.0
2021-01-11,283.13,284.81,267.87,270.4,177904800.0
2021-01-12,277.0,289.33,275.78,283.15,138812100.0
2021-01-13,284.25,286.82,277.33,284.8,99937500.0
2021-01-14,281.13,287.67,279.58,281.67,93798900.0
2021-01-15,284.0,286.63,273.03,275.39,116332800.0
2021-01-19,279.27,283.33,277.67,281.52,76101000.0
2021-01-20,286.25,286.5,279.09,283.48,76997700.0
2021-01-21,285.0,285.24,280.47,281.66,61563300.0
2021-01-22,278.1,282.67,276.21,282.21,60199500.0
2021-01-25,285.0,300.13,279.61,293.6,123520200.0
2021-01-26,297.13,298.63,290.53,294.36,69394800.0
2021-01-27,290.12,297.17,286.22,288.05,82002000.0
2021-01-28,273.33,282.67,267.0,278.48,79134000.0
2021-01-29,276.67,280.8,260.03,264.51,104972400.0
2021-02-01,271.43,280.67,265.19,279.94,76174200.0
2021-02-02,281.56,293.5,280.73,290.93,73038600.0
2021-02-03,292.34,292.69,284.35,284.9,55030500.0
2021-02-04,285.0,285.5,277.81,283.33,47438100.0
2021-02-05,281.67,288.26,279.66,284.08,55699800.0
2021-02-08,289.89,292.59,284.92,287.81,60485100.0
2021-02-09,285.04,286.6,280.58,283.15,45473100.0
2021-02-10,281.21,281.61,266.67,268.27,108648300.0
2021-02-11,270.81,276.63,267.24,270.55,64868400.0
2021-02-12,267.09,272.44,261.78,272.04,71304900.0
2021-02-16,272.67,273.67,264.15,265.41,59406900.0
2021-02-17,259.7,266.61,254.0,266.05,77989500.0
2021-02-18,260.3,264.9,258.76,262.46,53871300.0
2021-02-19,265.0,265.6,259.12,260.43,56874900.0
2021-02-22,254.21,256.17,236.73,238.17,111809100.0
2021-02-23,220.71,237.87,206.33,232.95,199820700.0
2021-02-24,237.28,248.33,231.39,247.34,110301000.0
2021-02-25,242.05,245.74,223.53,227.41,117071700.0
2021-02-26,233.33,235.57,219.84,225.17,123267600.0
2021-03-01,230.04,239.67,228.35,239.48,81408600.0
2021-03-02,239.43,240.37,228.33,228.81,71196600.0
2021-03-03,229.33,233.57,217.24,217.73,90624000.0
2021-03-04,218.6,222.82,200.0,207.15,197758500.0
2021-03-05,208.69,209.28,179.83,199.32,268189500.0
2021-03-08,200.18,206.71,186.26,187.67,155361000.0
2021-03-09,202.73,226.03,198.4,224.53,202569900.0
